SAMPLES	M1M2M3_TP	M1M2M3_FP	M1M2_TP	M1M2_FP	M1M3_TP	M1M3_FP	M1_TP	M1_FP	TP_rem_per	FP_rem_per
M1-5.M2-12.M3-1	30	25	5	1	1	6	52	5	14.2857142857	3.84615384615
M1-5.M2-12.M3-5	29	26	6	0	2	4	51	7	17.1428571429	0.0
M1-5.M2-12.M3-14	35	25	0	1	1	1	52	10	0.0	3.84615384615
M1-5.M2-12.M3-12	33	24	2	2	2	1	51	10	5.71428571429	7.69230769231
M1-5.M2-12.M3-13	34	24	1	2	1	1	52	10	2.85714285714	7.69230769231
M1-5.M2-12.M3-6	28	26	7	0	2	3	51	8	20.0	0.0
M1-5.M2-12.M3-2	29	25	6	1	2	5	51	6	17.1428571429	3.84615384615
M1-5.M2-12.M3-3	24	25	11	1	1	4	52	7	31.4285714286	3.84615384615
M1-5.M2-2.M3-8	27	29	0	2	10	0	51	6	0.0	6.45161290323
M1-5.M2-2.M3-9	27	31	0	0	9	0	52	6	0.0	0.0
M1-5.M2-2.M3-18	26	26	1	5	9	2	52	4	3.7037037037	16.1290322581
M1-5.M2-2.M3-15	26	25	1	6	9	3	52	3	3.7037037037	19.3548387097
M1-5.M2-2.M3-11	27	21	0	10	8	0	53	6	0.0	32.2580645161
M1-5.M2-2.M3-7	27	22	0	9	10	0	51	6	0.0	29.0322580645
M1-5.M2-2.M3-17	26	23	1	8	10	1	51	5	3.7037037037	25.8064516129
M1-5.M2-2.M3-4	21	29	6	2	6	0	55	6	22.2222222222	6.45161290323
M1-5.M2-2.M3-16	27	25	0	6	9	1	52	5	0.0	19.3548387097
M1-5.M2-2.M3-10	27	22	0	9	9	2	52	4	0.0	29.0322580645
M1-5.M2-2.M3-1	22	30	5	1	9	1	52	5	18.5185185185	3.22580645161
M1-5.M2-2.M3-5	23	30	4	1	8	0	53	6	14.8148148148	3.22580645161
M1-5.M2-2.M3-14	26	25	1	6	10	1	51	5	3.7037037037	19.3548387097
M1-5.M2-2.M3-12	26	24	1	7	9	1	52	5	3.7037037037	22.5806451613
M1-5.M2-2.M3-13	26	24	1	7	9	1	52	5	3.7037037037	22.5806451613
M1-5.M2-2.M3-6	23	29	4	2	7	0	54	6	14.8148148148	6.45161290323
M1-5.M2-2.M3-2	24	28	3	3	7	2	54	4	11.1111111111	9.67741935484
M1-5.M2-2.M3-3	18	29	9	2	7	0	54	6	33.3333333333	6.45161290323
M1-5.M2-5.M3-8	35	29	0	3	2	0	51	5	0.0	9.375
M1-5.M2-5.M3-9	35	31	0	1	1	0	52	5	0.0	3.125
M1-5.M2-5.M3-18	33	26	2	6	2	2	51	3	5.71428571429	18.75
M1-5.M2-5.M3-15	33	26	2	6	2	2	51	3	5.71428571429	18.75
M1-5.M2-5.M3-11	35	21	0	11	0	0	53	5	0.0	34.375
M1-5.M2-5.M3-7	35	22	0	10	2	0	51	5	0.0	31.25
M1-5.M2-5.M3-17	34	24	1	8	2	0	51	5	2.85714285714	25.0
M1-5.M2-5.M3-4	27	29	8	3	0	0	53	5	22.8571428571	9.375
M1-5.M2-5.M3-16	34	25	1	7	2	1	51	4	2.85714285714	21.875
M1-5.M2-5.M3-10	35	23	0	9	1	1	52	4	0.0	28.125
M1-5.M2-5.M3-1	30	30	5	2	1	1	52	4	14.2857142857	6.25
M1-5.M2-5.M3-5	30	30	5	2	1	0	52	5	14.2857142857	6.25
M1-5.M2-5.M3-14	34	25	1	7	2	1	51	4	2.85714285714	21.875
M1-5.M2-5.M3-12	34	24	1	8	1	1	52	4	2.85714285714	25.0
M1-5.M2-5.M3-13	34	25	1	7	1	0	52	5	2.85714285714	21.875
M1-5.M2-5.M3-6	29	29	6	3	1	0	52	5	17.1428571429	9.375
M1-5.M2-5.M3-2	31	28	4	4	0	2	53	3	11.4285714286	12.5
M1-5.M2-5.M3-3	24	29	11	3	1	0	52	5	31.4285714286	9.375
M1-5.M2-9.M3-8	36	29	0	3	1	0	51	5	0.0	9.375
M1-5.M2-9.M3-9	35	30	1	2	1	1	51	4	2.77777777778	6.25
M1-5.M2-9.M3-18	34	26	2	6	1	2	51	3	5.55555555556	18.75
M1-5.M2-9.M3-15	34	26	2	6	1	2	51	3	5.55555555556	18.75
M1-5.M2-9.M3-11	34	21	2	11	1	0	51	5	5.55555555556	34.375
M1-5.M2-9.M3-7	36	22	0	10	1	0	51	5	0.0	31.25
M1-5.M2-9.M3-17	35	24	1	8	1	0	51	5	2.77777777778	25.0
M1-5.M2-9.M3-4	26	29	10	3	1	0	51	5	27.7777777778	9.375
M1-5.M2-9.M3-16	35	25	1	7	1	1	51	4	2.77777777778	21.875
M1-5.M2-9.M3-10	35	23	1	9	1	1	51	4	2.77777777778	28.125
M1-5.M2-9.M3-1	30	29	6	3	1	2	51	3	16.6666666667	9.375
M1-5.M2-9.M3-5	30	30	6	2	1	0	51	5	16.6666666667	6.25
M1-5.M2-9.M3-14	35	25	1	7	1	1	51	4	2.77777777778	21.875
M1-5.M2-9.M3-12	34	24	2	8	1	1	51	4	5.55555555556	25.0
M1-5.M2-9.M3-13	34	25	2	7	1	0	51	5	5.55555555556	21.875
M1-5.M2-9.M3-6	29	29	7	3	1	0	51	5	19.4444444444	9.375
M1-5.M2-9.M3-2	30	28	6	4	1	2	51	3	16.6666666667	12.5
M1-5.M2-9.M3-3	24	28	12	4	1	1	51	4	33.3333333333	12.5
M1-5.M2-6.M3-8	35	28	0	1	2	1	51	7	0.0	3.44827586207
M1-5.M2-6.M3-9	35	29	0	0	1	2	52	6	0.0	0.0
M1-5.M2-6.M3-18	33	25	2	4	2	3	51	5	5.71428571429	13.7931034483
M1-5.M2-6.M3-15	33	24	2	5	2	4	51	4	5.71428571429	17.2413793103
M1-5.M2-6.M3-11	35	20	0	9	0	1	53	7	0.0	31.0344827586
M1-5.M2-6.M3-7	35	22	0	7	2	0	51	8	0.0	24.1379310345
M1-5.M2-6.M3-17	34	23	1	6	2	1	51	7	2.85714285714	20.6896551724
M1-5.M2-6.M3-4	27	28	8	1	0	1	53	7	22.8571428571	3.44827586207
M1-5.M2-6.M3-16	34	25	1	4	2	1	51	7	2.85714285714	13.7931034483
M1-5.M2-6.M3-10	35	21	0	8	1	3	52	5	0.0	27.5862068966
M1-5.M2-6.M3-1	30	28	5	1	1	3	52	5	14.2857142857	3.44827586207
M1-5.M2-6.M3-5	30	29	5	0	1	1	52	7	14.2857142857	0.0
M1-5.M2-6.M3-14	34	24	1	5	2	2	51	6	2.85714285714	17.2413793103
M1-5.M2-6.M3-12	34	24	1	5	1	1	52	7	2.85714285714	17.2413793103
M1-5.M2-6.M3-13	34	24	1	5	1	1	52	7	2.85714285714	17.2413793103
M1-5.M2-6.M3-6	29	28	6	1	1	1	52	7	17.1428571429	3.44827586207
M1-5.M2-6.M3-2	31	27	4	2	0	3	53	5	11.4285714286	6.89655172414
M1-5.M2-6.M3-3	24	27	11	2	1	2	52	6	31.4285714286	6.89655172414
M1-5.M2-10.M3-8	36	29	0	2	1	0	51	6	0.0	6.45161290323
M1-5.M2-10.M3-9	35	30	1	1	1	1	51	5	2.77777777778	3.22580645161
M1-5.M2-10.M3-18	35	26	1	5	0	2	52	4	2.77777777778	16.1290322581
M1-5.M2-10.M3-15	35	25	1	6	0	3	52	3	2.77777777778	19.3548387097
M1-5.M2-10.M3-11	34	21	2	10	1	0	51	6	5.55555555556	32.2580645161
M1-5.M2-10.M3-7	36	22	0	9	1	0	51	6	0.0	29.0322580645
M1-5.M2-10.M3-17	36	23	0	8	0	1	52	5	0.0	25.8064516129
M1-5.M2-10.M3-4	26	29	10	2	1	0	51	6	27.7777777778	6.45161290323
M1-5.M2-10.M3-16	35	25	1	6	1	1	51	5	2.77777777778	19.3548387097
M1-5.M2-10.M3-10	35	22	1	9	1	2	51	4	2.77777777778	29.0322580645
M1-5.M2-10.M3-1	30	30	6	1	1	1	51	5	16.6666666667	3.22580645161
M1-5.M2-10.M3-5	30	30	6	1	1	0	51	6	16.6666666667	3.22580645161
M1-5.M2-10.M3-14	36	26	0	5	0	0	52	6	0.0	16.1290322581
M1-5.M2-10.M3-12	34	24	2	7	1	1	51	5	5.55555555556	22.5806451613
M1-5.M2-10.M3-13	35	24	1	7	0	1	52	5	2.77777777778	22.5806451613
M1-5.M2-10.M3-6	29	29	7	2	1	0	51	6	19.4444444444	6.45161290323
M1-5.M2-10.M3-2	30	28	6	3	1	2	51	4	16.6666666667	9.67741935484
M1-5.M2-10.M3-3	24	28	12	3	1	1	51	5	33.3333333333	9.67741935484
M1-5.M2-4.M3-8	27	28	0	2	10	1	51	6	0.0	6.66666666667
M1-5.M2-4.M3-9	27	29	0	1	9	2	52	5	0.0	3.33333333333
M1-5.M2-4.M3-18	25	26	2	4	10	2	51	5	7.40740740741	13.3333333333
M1-5.M2-4.M3-15	25	25	2	5	10	3	51	4	7.40740740741	16.6666666667
M1-5.M2-4.M3-11	27	20	0	10	8	1	53	6	0.0	33.3333333333
M1-5.M2-4.M3-7	27	22	0	8	10	0	51	7	0.0	26.6666666667
M1-5.M2-4.M3-17	26	23	1	7	10	1	51	6	3.7037037037	23.3333333333
M1-5.M2-4.M3-4	22	28	5	2	5	1	56	6	18.5185185185	6.66666666667
M1-5.M2-4.M3-16	26	25	1	5	10	1	51	6	3.7037037037	16.6666666667
M1-5.M2-4.M3-10	27	22	0	8	9	2	52	5	0.0	26.6666666667
M1-5.M2-4.M3-1	23	28	4	2	8	3	53	4	14.8148148148	6.66666666667
M1-5.M2-4.M3-5	23	29	4	1	8	1	53	6	14.8148148148	3.33333333333
M1-5.M2-4.M3-14	26	24	1	6	10	2	51	5	3.7037037037	20.0
M1-5.M2-4.M3-12	26	24	1	6	9	1	52	6	3.7037037037	20.0
M1-5.M2-4.M3-13	26	24	1	6	9	1	52	6	3.7037037037	20.0
M1-5.M2-4.M3-6	21	28	6	2	9	1	52	6	22.2222222222	6.66666666667
M1-5.M2-4.M3-2	25	28	2	2	6	2	55	5	7.40740740741	6.66666666667
M1-5.M2-4.M3-3	19	27	8	3	6	2	55	5	29.6296296296	10.0
M1-5.M2-3.M3-8	17	29	0	1	20	0	51	7	0.0	3.33333333333
M1-5.M2-3.M3-9	17	30	0	0	19	1	52	6	0.0	0.0
M1-5.M2-3.M3-18	15	26	2	4	20	2	51	5	11.7647058824	13.3333333333
M1-5.M2-3.M3-15	15	25	2	5	20	3	51	4	11.7647058824	16.6666666667
M1-5.M2-3.M3-11	17	21	0	9	18	0	53	7	0.0	30.0
M1-5.M2-3.M3-7	17	22	0	8	20	0	51	7	0.0	26.6666666667
M1-5.M2-3.M3-17	16	23	1	7	20	1	51	6	5.88235294118	23.3333333333
M1-5.M2-3.M3-4	16	29	1	1	11	0	60	7	5.88235294118	3.33333333333
M1-5.M2-3.M3-16	16	25	1	5	20	1	51	6	5.88235294118	16.6666666667
M1-5.M2-3.M3-10	17	22	0	8	19	2	52	5	0.0	26.6666666667
M1-5.M2-3.M3-1	17	29	0	1	14	2	57	5	0.0	3.33333333333
M1-5.M2-3.M3-5	16	30	1	0	15	0	56	7	5.88235294118	0.0
M1-5.M2-3.M3-14	16	25	1	5	20	1	51	6	5.88235294118	16.6666666667
M1-5.M2-3.M3-12	17	24	0	6	18	1	53	6	0.0	20.0
M1-5.M2-3.M3-13	16	24	1	6	19	1	52	6	5.88235294118	20.0
M1-5.M2-3.M3-6	15	29	2	1	15	0	56	7	11.7647058824	3.33333333333
M1-5.M2-3.M3-2	15	28	2	2	16	2	55	5	11.7647058824	6.66666666667
M1-5.M2-3.M3-3	14	28	3	2	11	1	60	6	17.6470588235	6.66666666667
M1-8.M2-8.M3-8	34	26	0	3	4	0	92	9	0.0	10.3448275862
M1-8.M2-8.M3-9	34	28	0	1	1	0	95	9	0.0	3.44827586207
M1-8.M2-8.M3-18	34	27	0	2	8	3	88	6	0.0	6.89655172414
M1-8.M2-8.M3-15	34	27	0	2	8	4	88	5	0.0	6.89655172414
M1-8.M2-8.M3-11	33	21	1	8	1	1	95	8	2.94117647059	27.5862068966
M1-8.M2-8.M3-7	34	23	0	6	3	0	93	9	0.0	20.6896551724
M1-8.M2-8.M3-17	34	25	0	4	7	3	89	6	0.0	13.7931034483
M1-8.M2-8.M3-4	25	27	9	2	0	0	96	9	26.4705882353	6.89655172414
M1-8.M2-8.M3-16	34	26	0	3	8	3	88	6	0.0	10.3448275862
M1-8.M2-8.M3-10	33	23	1	6	2	4	94	5	2.94117647059	20.6896551724
M1-8.M2-8.M3-1	28	27	6	2	1	1	95	8	17.6470588235	6.89655172414
M1-8.M2-8.M3-5	27	27	7	2	3	0	93	9	20.5882352941	6.89655172414
M1-8.M2-8.M3-14	34	27	0	2	9	4	87	5	0.0	6.89655172414
M1-8.M2-8.M3-12	34	25	0	4	2	3	94	6	0.0	13.7931034483
M1-8.M2-8.M3-13	33	25	1	4	9	4	87	5	2.94117647059	13.7931034483
M1-8.M2-8.M3-6	28	27	6	2	1	0	95	9	17.6470588235	6.89655172414
M1-8.M2-8.M3-2	28	26	6	3	1	1	95	8	17.6470588235	10.3448275862
M1-8.M2-8.M3-3	22	26	12	3	1	0	95	9	35.2941176471	10.3448275862
M1-8.M2-7.M3-8	35	26	0	1	3	0	92	11	0.0	3.7037037037
M1-8.M2-7.M3-9	35	27	0	0	0	1	95	10	0.0	0.0
M1-8.M2-7.M3-18	35	27	0	0	7	3	88	8	0.0	0.0
M1-8.M2-7.M3-15	35	27	0	0	7	4	88	7	0.0	0.0
M1-8.M2-7.M3-11	34	21	1	6	0	1	95	10	2.85714285714	22.2222222222
M1-8.M2-7.M3-7	35	22	0	5	2	1	93	10	0.0	18.5185185185
M1-8.M2-7.M3-17	35	24	0	3	6	4	89	7	0.0	11.1111111111
M1-8.M2-7.M3-4	25	26	10	1	0	1	95	10	28.5714285714	3.7037037037
M1-8.M2-7.M3-16	35	26	0	1	7	3	88	8	0.0	3.7037037037
M1-8.M2-7.M3-10	34	23	1	4	1	4	94	7	2.85714285714	14.8148148148
M1-8.M2-7.M3-1	28	26	7	1	1	2	94	9	20.0	3.7037037037
M1-8.M2-7.M3-5	28	26	7	1	2	1	93	10	20.0	3.7037037037
M1-8.M2-7.M3-14	35	26	0	1	8	5	87	6	0.0	3.7037037037
M1-8.M2-7.M3-12	34	25	1	2	2	3	93	8	2.85714285714	7.40740740741
M1-8.M2-7.M3-13	34	25	1	2	8	4	87	7	2.85714285714	7.40740740741
M1-8.M2-7.M3-6	28	26	7	1	1	1	94	10	20.0	3.7037037037
M1-8.M2-7.M3-2	29	26	6	1	0	1	95	10	17.1428571429	3.7037037037
M1-8.M2-7.M3-3	22	26	13	1	1	0	94	11	37.1428571429	3.7037037037
M1-8.M2-1.M3-8	22	25	0	0	16	1	92	12	0.0	0.0
M1-8.M2-1.M3-9	22	25	0	0	13	3	95	10	0.0	0.0
M1-8.M2-1.M3-18	22	25	0	0	20	5	88	8	0.0	0.0
M1-8.M2-1.M3-15	22	25	0	0	20	6	88	7	0.0	0.0
M1-8.M2-1.M3-11	22	21	0	4	12	1	96	12	0.0	16.0
M1-8.M2-1.M3-7	22	22	0	3	15	1	93	12	0.0	12.0
M1-8.M2-1.M3-17	22	23	0	2	19	5	89	8	0.0	8.0
M1-8.M2-1.M3-4	20	25	2	0	5	2	103	11	9.09090909091	0.0
M1-8.M2-1.M3-16	22	24	0	1	20	5	88	8	0.0	4.0
M1-8.M2-1.M3-10	22	22	0	3	13	5	95	8	0.0	12.0
M1-8.M2-1.M3-1	21	25	1	0	8	3	100	10	4.54545454545	0.0
M1-8.M2-1.M3-5	19	25	3	0	11	2	97	11	13.6363636364	0.0
M1-8.M2-1.M3-14	22	25	0	0	21	6	87	7	0.0	0.0
M1-8.M2-1.M3-12	22	24	0	1	14	4	94	9	0.0	4.0
M1-8.M2-1.M3-13	22	24	0	1	20	5	88	8	0.0	4.0
M1-8.M2-1.M3-6	20	25	2	0	9	2	99	11	9.09090909091	0.0
M1-8.M2-1.M3-2	20	25	2	0	9	2	99	11	9.09090909091	0.0
M1-8.M2-1.M3-3	15	25	7	0	8	1	100	12	31.8181818182	0.0
M1-8.M2-11.M3-8	37	25	6	3	1	1	86	9	13.9534883721	10.7142857143
M1-8.M2-11.M3-9	35	25	8	3	0	3	87	7	18.6046511628	10.7142857143
M1-8.M2-11.M3-18	41	28	2	0	1	2	86	8	4.6511627907	0.0
M1-8.M2-11.M3-15	41	28	2	0	1	3	86	7	4.6511627907	0.0
M1-8.M2-11.M3-11	34	22	9	6	0	0	87	10	20.9302325581	21.4285714286
M1-8.M2-11.M3-7	37	22	6	6	0	1	87	9	13.9534883721	21.4285714286
M1-8.M2-11.M3-17	40	25	3	3	1	3	86	7	6.97674418605	10.7142857143
M1-8.M2-11.M3-4	25	25	18	3	0	2	87	8	41.8604651163	10.7142857143
M1-8.M2-11.M3-16	40	26	3	2	2	3	85	7	6.97674418605	7.14285714286
M1-8.M2-11.M3-10	35	25	8	3	0	2	87	8	18.6046511628	10.7142857143
M1-8.M2-11.M3-1	29	25	14	3	0	3	87	7	32.5581395349	10.7142857143
M1-8.M2-11.M3-5	30	25	13	3	0	2	87	8	30.2325581395	10.7142857143
M1-8.M2-11.M3-14	41	27	2	1	2	4	85	6	4.6511627907	3.57142857143
M1-8.M2-11.M3-12	36	25	7	3	0	3	87	7	16.2790697674	10.7142857143
M1-8.M2-11.M3-13	41	27	2	1	1	2	86	8	4.6511627907	3.57142857143
M1-8.M2-11.M3-6	29	25	14	3	0	2	87	8	32.5581395349	10.7142857143
M1-8.M2-11.M3-2	29	26	14	2	0	1	87	9	32.5581395349	7.14285714286
M1-8.M2-11.M3-3	23	25	20	3	0	1	87	9	46.511627907	10.7142857143
M1-8.M2-12.M3-8	36	26	7	4	2	0	85	8	16.2790697674	13.3333333333
M1-8.M2-12.M3-9	34	26	9	4	1	2	86	6	20.9302325581	13.3333333333
M1-8.M2-12.M3-18	40	29	3	1	2	1	85	7	6.97674418605	3.33333333333
M1-8.M2-12.M3-15	39	30	4	0	3	1	84	7	9.3023255814	0.0
M1-8.M2-12.M3-11	33	22	10	8	1	0	86	8	23.2558139535	26.6666666667
M1-8.M2-12.M3-7	36	22	7	8	1	1	86	7	16.2790697674	26.6666666667
M1-8.M2-12.M3-17	39	26	4	4	2	2	85	6	9.3023255814	13.3333333333
M1-8.M2-12.M3-4	24	26	19	4	1	1	86	7	44.1860465116	13.3333333333
M1-8.M2-12.M3-16	40	28	3	2	2	1	85	7	6.97674418605	6.66666666667
M1-8.M2-12.M3-10	34	26	9	4	1	1	86	7	20.9302325581	13.3333333333
M1-8.M2-12.M3-1	29	26	14	4	0	2	87	6	32.5581395349	13.3333333333
M1-8.M2-12.M3-5	29	26	14	4	1	1	86	7	32.5581395349	13.3333333333
M1-8.M2-12.M3-14	41	28	2	2	2	3	85	5	4.6511627907	6.66666666667
M1-8.M2-12.M3-12	34	26	9	4	2	2	85	6	20.9302325581	13.3333333333
M1-8.M2-12.M3-13	40	28	3	2	2	1	85	7	6.97674418605	6.66666666667
M1-8.M2-12.M3-6	28	26	15	4	1	1	86	7	34.8837209302	13.3333333333
M1-8.M2-12.M3-2	28	27	15	3	1	0	86	8	34.8837209302	10.0
M1-8.M2-12.M3-3	23	26	20	4	0	0	87	8	46.511627907	13.3333333333
M1-8.M2-2.M3-8	26	26	1	3	12	0	91	9	3.7037037037	10.3448275862
M1-8.M2-2.M3-9	26	28	1	1	9	0	94	9	3.7037037037	3.44827586207
M1-8.M2-2.M3-18	27	28	0	1	15	2	88	7	0.0	3.44827586207
M1-8.M2-2.M3-15	27	28	0	1	15	3	88	6	0.0	3.44827586207
M1-8.M2-2.M3-11	26	22	1	7	8	0	95	9	3.7037037037	24.1379310345
M1-8.M2-2.M3-7	27	23	0	6	10	0	93	9	0.0	20.6896551724
M1-8.M2-2.M3-17	27	26	0	3	14	2	89	7	0.0	10.3448275862
M1-8.M2-2.M3-4	20	27	7	2	5	0	98	9	25.9259259259	6.89655172414
M1-8.M2-2.M3-16	27	27	0	2	15	2	88	7	0.0	6.89655172414
M1-8.M2-2.M3-10	26	24	1	5	9	3	94	6	3.7037037037	17.2413793103
M1-8.M2-2.M3-1	21	27	6	2	8	1	95	8	22.2222222222	6.89655172414
M1-8.M2-2.M3-5	23	27	4	2	7	0	96	9	14.8148148148	6.89655172414
M1-8.M2-2.M3-14	27	28	0	1	16	3	87	6	0.0	3.44827586207
M1-8.M2-2.M3-12	26	25	1	4	10	3	93	6	3.7037037037	13.7931034483
M1-8.M2-2.M3-13	27	26	0	3	15	3	88	6	0.0	10.3448275862
M1-8.M2-2.M3-6	22	27	5	2	7	0	96	9	18.5185185185	6.89655172414
M1-8.M2-2.M3-2	23	26	4	3	6	1	97	8	14.8148148148	10.3448275862
M1-8.M2-2.M3-3	17	26	10	3	6	0	97	9	37.037037037	10.3448275862
M1-8.M2-5.M3-8	35	26	1	2	3	0	91	10	2.77777777778	7.14285714286
M1-8.M2-5.M3-9	34	27	2	1	1	1	93	9	5.55555555556	3.57142857143
M1-8.M2-5.M3-18	36	27	0	1	6	3	88	7	0.0	3.57142857143
M1-8.M2-5.M3-15	36	28	0	0	6	3	88	7	0.0	0.0
M1-8.M2-5.M3-11	34	21	2	7	0	1	94	9	5.55555555556	25.0
M1-8.M2-5.M3-7	35	22	1	6	2	1	92	9	2.77777777778	21.4285714286
M1-8.M2-5.M3-17	36	25	0	3	5	3	89	7	0.0	10.7142857143
M1-8.M2-5.M3-4	25	26	11	2	0	1	94	9	30.5555555556	7.14285714286
M1-8.M2-5.M3-16	36	27	0	1	6	2	88	8	0.0	3.57142857143
M1-8.M2-5.M3-10	34	24	2	4	1	3	93	7	5.55555555556	14.2857142857
M1-8.M2-5.M3-1	28	26	8	2	1	2	93	8	22.2222222222	7.14285714286
M1-8.M2-5.M3-5	29	26	7	2	1	1	93	9	19.4444444444	7.14285714286
M1-8.M2-5.M3-14	36	27	0	1	7	4	87	6	0.0	3.57142857143
M1-8.M2-5.M3-12	35	26	1	2	1	2	93	8	2.77777777778	7.14285714286
M1-8.M2-5.M3-13	36	26	0	2	6	3	88	7	0.0	7.14285714286
M1-8.M2-5.M3-6	28	26	8	2	1	1	93	9	22.2222222222	7.14285714286
M1-8.M2-5.M3-2	29	26	7	2	0	1	94	9	19.4444444444	7.14285714286
M1-8.M2-5.M3-3	22	26	14	2	1	0	93	10	38.8888888889	7.14285714286
M1-8.M2-9.M3-8	36	26	7	3	2	0	85	9	16.2790697674	10.3448275862
M1-8.M2-9.M3-9	34	26	9	3	1	2	86	7	20.9302325581	10.3448275862
M1-8.M2-9.M3-18	40	29	3	0	2	1	85	8	6.97674418605	0.0
M1-8.M2-9.M3-15	40	29	3	0	2	2	85	7	6.97674418605	0.0
M1-8.M2-9.M3-11	33	22	10	7	1	0	86	9	23.2558139535	24.1379310345
M1-8.M2-9.M3-7	36	22	7	7	1	1	86	8	16.2790697674	24.1379310345
M1-8.M2-9.M3-17	39	25	4	4	2	3	85	6	9.3023255814	13.7931034483
M1-8.M2-9.M3-4	24	26	19	3	1	1	86	8	44.1860465116	10.3448275862
M1-8.M2-9.M3-16	40	27	3	2	2	2	85	7	6.97674418605	6.89655172414
M1-8.M2-9.M3-10	34	25	9	4	1	2	86	7	20.9302325581	13.7931034483
M1-8.M2-9.M3-1	28	26	15	3	1	2	86	7	34.8837209302	10.3448275862
M1-8.M2-9.M3-5	29	26	14	3	1	1	86	8	32.5581395349	10.3448275862
M1-8.M2-9.M3-14	41	27	2	2	2	4	85	5	4.6511627907	6.89655172414
M1-8.M2-9.M3-12	35	25	8	4	1	3	86	6	18.6046511628	13.7931034483
M1-8.M2-9.M3-13	41	27	2	2	1	2	86	7	4.6511627907	6.89655172414
M1-8.M2-9.M3-6	28	26	15	3	1	1	86	8	34.8837209302	10.3448275862
M1-8.M2-9.M3-2	28	27	15	2	1	0	86	9	34.8837209302	6.89655172414
M1-8.M2-9.M3-3	22	26	21	3	1	0	86	9	48.8372093023	10.3448275862
M1-8.M2-6.M3-8	33	25	0	2	5	1	92	10	0.0	7.40740740741
M1-8.M2-6.M3-9	33	26	0	1	2	2	95	9	0.0	3.7037037037
M1-8.M2-6.M3-18	33	26	0	1	9	4	88	7	0.0	3.7037037037
M1-8.M2-6.M3-15	33	27	0	0	9	4	88	7	0.0	0.0
M1-8.M2-6.M3-11	33	20	0	7	1	2	96	9	0.0	25.9259259259
M1-8.M2-6.M3-7	33	22	0	5	4	1	93	10	0.0	18.5185185185
M1-8.M2-6.M3-17	33	25	0	2	8	3	89	8	0.0	7.40740740741
M1-8.M2-6.M3-4	25	25	8	2	0	2	97	9	24.2424242424	7.40740740741
M1-8.M2-6.M3-16	33	27	0	0	9	2	88	9	0.0	0.0
M1-8.M2-6.M3-10	33	23	0	4	2	4	95	7	0.0	14.8148148148
M1-8.M2-6.M3-1	28	25	5	2	1	3	96	8	15.1515151515	7.40740740741
M1-8.M2-6.M3-5	28	25	5	2	2	2	95	9	15.1515151515	7.40740740741
M1-8.M2-6.M3-14	33	26	0	1	10	5	87	6	0.0	3.7037037037
M1-8.M2-6.M3-12	32	26	1	1	4	2	93	9	3.0303030303	3.7037037037
M1-8.M2-6.M3-13	33	26	0	1	9	3	88	8	0.0	3.7037037037
M1-8.M2-6.M3-6	28	25	5	2	1	2	96	9	15.1515151515	7.40740740741
M1-8.M2-6.M3-2	29	25	4	2	0	2	97	9	12.1212121212	7.40740740741
M1-8.M2-6.M3-3	22	25	11	2	1	1	96	10	33.3333333333	7.40740740741
M1-8.M2-10.M3-8	37	26	7	4	1	0	85	8	15.9090909091	13.3333333333
M1-8.M2-10.M3-9	35	26	9	4	0	2	86	6	20.4545454545	13.3333333333
M1-8.M2-10.M3-18	41	29	3	1	1	1	85	7	6.81818181818	3.33333333333
M1-8.M2-10.M3-15	41	29	3	1	1	2	85	6	6.81818181818	3.33333333333
M1-8.M2-10.M3-11	34	22	10	8	0	0	86	8	22.7272727273	26.6666666667
M1-8.M2-10.M3-7	37	22	7	8	0	1	86	7	15.9090909091	26.6666666667
M1-8.M2-10.M3-17	40	25	4	5	1	3	85	5	9.09090909091	16.6666666667
M1-8.M2-10.M3-4	25	26	19	4	0	1	86	7	43.1818181818	13.3333333333
M1-8.M2-10.M3-16	41	27	3	3	1	2	85	6	6.81818181818	10.0
M1-8.M2-10.M3-10	35	25	9	5	0	2	86	6	20.4545454545	16.6666666667
M1-8.M2-10.M3-1	29	27	15	3	0	1	86	7	34.0909090909	10.0
M1-8.M2-10.M3-5	30	26	14	4	0	1	86	7	31.8181818182	13.3333333333
M1-8.M2-10.M3-14	42	28	2	2	1	3	85	5	4.54545454545	6.66666666667
M1-8.M2-10.M3-12	36	25	8	5	0	3	86	5	18.1818181818	16.6666666667
M1-8.M2-10.M3-13	42	27	2	3	0	2	86	6	4.54545454545	10.0
M1-8.M2-10.M3-6	29	26	15	4	0	1	86	7	34.0909090909	13.3333333333
M1-8.M2-10.M3-2	29	27	15	3	0	0	86	8	34.0909090909	10.0
M1-8.M2-10.M3-3	23	26	21	4	0	0	86	8	47.7272727273	13.3333333333
M1-8.M2-4.M3-8	26	25	0	1	12	1	92	11	0.0	3.84615384615
M1-8.M2-4.M3-9	26	26	0	0	9	2	95	10	0.0	0.0
M1-8.M2-4.M3-18	26	26	0	0	16	4	88	8	0.0	0.0
M1-8.M2-4.M3-15	26	26	0	0	16	5	88	7	0.0	0.0
M1-8.M2-4.M3-11	26	20	0	6	8	2	96	10	0.0	23.0769230769
M1-8.M2-4.M3-7	26	22	0	4	11	1	93	11	0.0	15.3846153846
M1-8.M2-4.M3-17	26	24	0	2	15	4	89	8	0.0	7.69230769231
