SAMPLES	M1M2M3_TP	M1M2M3_FP	M1M2_TP	M1M2_FP	M1M3_TP	M1M3_FP	M1_TP	M1_FP	TP_rem_per	FP_rem_per
M1-3.M2-3.M3-2	38	31	1	5	0	0	130	8	2.5641025641	13.8888888889
M1-3.M2-3.M3-18	36	35	3	1	0	2	130	6	7.69230769231	2.77777777778
M1-3.M2-3.M3-3	39	30	0	6	0	2	130	6	0.0	16.6666666667
M1-3.M2-3.M3-7	38	26	1	10	0	0	130	8	2.5641025641	27.7777777778
M1-3.M2-3.M3-10	38	35	1	1	0	2	130	6	2.5641025641	2.77777777778
M1-3.M2-3.M3-5	37	32	2	4	0	1	130	7	5.12820512821	11.1111111111
M1-3.M2-4.M3-17	36	30	1	0	1	5	131	9	2.7027027027	0.0
M1-3.M2-4.M3-15	36	30	1	0	1	5	131	9	2.7027027027	0.0
M1-3.M2-4.M3-11	37	26	0	4	1	1	131	13	0.0	13.3333333333
M1-3.M2-4.M3-12	37	29	0	1	1	6	131	8	0.0	3.33333333333
M1-3.M2-4.M3-13	36	30	1	0	1	8	131	6	2.7027027027	0.0
M1-3.M2-4.M3-4	36	24	1	6	2	1	130	13	2.7027027027	20.0
M1-3.M2-4.M3-8	37	25	0	5	2	5	130	9	0.0	16.6666666667
M1-3.M2-4.M3-9	37	29	0	1	2	4	130	10	0.0	3.33333333333
M1-3.M2-4.M3-1	37	26	0	4	2	1	130	13	0.0	13.3333333333
M1-3.M2-4.M3-6	36	23	1	7	2	0	130	14	2.7027027027	23.3333333333
M1-3.M2-4.M3-14	36	30	1	0	1	5	131	9	2.7027027027	0.0
M1-3.M2-4.M3-16	35	29	2	1	1	8	131	6	5.40540540541	3.33333333333
M1-3.M2-4.M3-2	37	27	0	3	1	4	131	10	0.0	10.0
M1-3.M2-4.M3-18	35	30	2	0	1	7	131	7	5.40540540541	0.0
M1-3.M2-4.M3-3	37	27	0	3	2	5	130	9	0.0	10.0
M1-3.M2-4.M3-7	37	26	0	4	1	0	131	14	0.0	13.3333333333
M1-3.M2-4.M3-10	37	30	0	0	1	7	131	7	0.0	0.0
M1-3.M2-4.M3-5	36	27	1	3	1	6	131	8	2.7027027027	10.0
M1-3.M2-10.M3-17	37	33	0	3	0	2	132	6	0.0	8.33333333333
M1-3.M2-10.M3-15	36	32	1	4	1	3	131	5	2.7027027027	11.1111111111
M1-3.M2-10.M3-11	37	26	0	10	1	1	131	7	0.0	27.7777777778
M1-3.M2-10.M3-12	37	32	0	4	1	3	131	5	0.0	11.1111111111
M1-3.M2-10.M3-13	36	35	1	1	1	3	131	5	2.7027027027	2.77777777778
M1-3.M2-10.M3-4	36	25	1	11	2	0	130	8	2.7027027027	30.5555555556
M1-3.M2-10.M3-8	37	30	0	6	2	0	130	8	0.0	16.6666666667
M1-3.M2-10.M3-9	37	31	0	5	2	2	130	6	0.0	13.8888888889
M1-3.M2-10.M3-1	37	25	0	11	2	2	130	6	0.0	30.5555555556
M1-3.M2-10.M3-6	36	23	1	13	2	0	130	8	2.7027027027	36.1111111111
M1-3.M2-10.M3-14	37	33	0	3	0	2	132	6	0.0	8.33333333333
M1-3.M2-10.M3-16	36	35	1	1	0	2	132	6	2.7027027027	2.77777777778
M1-3.M2-10.M3-2	37	30	0	6	1	1	131	7	0.0	16.6666666667
M1-3.M2-10.M3-18	36	34	1	2	0	3	132	5	2.7027027027	5.55555555556
M1-3.M2-10.M3-3	37	31	0	5	2	1	130	7	0.0	13.8888888889
M1-3.M2-10.M3-7	37	24	0	12	1	2	131	6	0.0	33.3333333333
M1-3.M2-10.M3-10	37	35	0	1	1	2	131	6	0.0	2.77777777778
M1-3.M2-10.M3-5	36	32	1	4	1	1	131	7	2.7027027027	11.1111111111
M1-3.M2-6.M3-17	37	28	1	0	0	7	131	9	2.63157894737	0.0
M1-3.M2-6.M3-15	37	28	1	0	0	7	131	9	2.63157894737	0.0
M1-3.M2-6.M3-11	38	26	0	2	0	1	131	15	0.0	7.14285714286
M1-3.M2-6.M3-12	38	27	0	1	0	8	131	8	0.0	3.57142857143
M1-3.M2-6.M3-13	37	28	1	0	0	10	131	6	2.63157894737	0.0
M1-3.M2-6.M3-4	37	24	1	4	1	1	130	15	2.63157894737	14.2857142857
M1-3.M2-6.M3-8	38	23	0	5	1	7	130	9	0.0	17.8571428571
M1-3.M2-6.M3-9	38	27	0	1	1	6	130	10	0.0	3.57142857143
M1-3.M2-6.M3-1	38	26	0	2	1	1	130	15	0.0	7.14285714286
M1-3.M2-6.M3-6	37	23	1	5	1	0	130	16	2.63157894737	17.8571428571
M1-3.M2-6.M3-14	37	28	1	0	0	7	131	9	2.63157894737	0.0
M1-3.M2-6.M3-16	36	27	2	1	0	10	131	6	5.26315789474	3.57142857143
M1-3.M2-6.M3-2	38	25	0	3	0	6	131	10	0.0	10.7142857143
M1-3.M2-6.M3-18	36	28	2	0	0	9	131	7	5.26315789474	0.0
M1-3.M2-6.M3-3	38	25	0	3	1	7	130	9	0.0	10.7142857143
M1-3.M2-6.M3-7	38	26	0	2	0	0	131	16	0.0	7.14285714286
M1-3.M2-6.M3-10	38	28	0	0	0	9	131	7	0.0	0.0
M1-3.M2-6.M3-5	37	25	1	3	0	8	131	8	2.63157894737	10.7142857143
M1-3.M2-11.M3-17	35	33	0	5	2	2	132	4	0.0	13.1578947368
M1-3.M2-11.M3-15	34	33	1	5	3	2	131	4	2.85714285714	13.1578947368
M1-3.M2-11.M3-11	35	27	0	11	3	0	131	6	0.0	28.9473684211
M1-3.M2-11.M3-12	35	33	0	5	3	2	131	4	0.0	13.1578947368
M1-3.M2-11.M3-13	34	37	1	1	3	1	131	5	2.85714285714	2.63157894737
M1-3.M2-11.M3-4	35	24	0	14	3	1	131	5	0.0	36.8421052632
M1-3.M2-11.M3-8	35	30	0	8	4	0	130	6	0.0	21.0526315789
M1-3.M2-11.M3-9	35	32	0	6	4	1	130	5	0.0	15.7894736842
M1-3.M2-11.M3-1	35	26	0	12	4	1	130	5	0.0	31.5789473684
M1-3.M2-11.M3-6	35	23	0	15	3	0	131	6	0.0	39.4736842105
M1-3.M2-11.M3-14	35	34	0	4	2	1	132	5	0.0	10.5263157895
M1-3.M2-11.M3-16	34	36	1	2	2	1	132	5	2.85714285714	5.26315789474
M1-3.M2-11.M3-2	35	31	0	7	3	0	131	6	0.0	18.4210526316
M1-3.M2-11.M3-18	34	34	1	4	2	3	132	3	2.85714285714	10.5263157895
M1-3.M2-11.M3-3	35	31	0	7	4	1	130	5	0.0	18.4210526316
M1-3.M2-11.M3-7	35	25	0	13	3	1	131	5	0.0	34.2105263158
M1-3.M2-11.M3-10	35	36	0	2	3	1	131	5	0.0	5.26315789474
M1-3.M2-11.M3-5	35	33	0	5	2	0	132	6	0.0	13.1578947368
M1-3.M2-7.M3-17	37	34	1	2	0	1	131	7	2.63157894737	5.55555555556
M1-3.M2-7.M3-15	37	32	1	4	0	3	131	5	2.63157894737	11.1111111111
M1-3.M2-7.M3-11	38	25	0	11	0	2	131	6	0.0	30.5555555556
M1-3.M2-7.M3-12	38	34	0	2	0	1	131	7	0.0	5.55555555556
M1-3.M2-7.M3-13	37	35	1	1	0	3	131	5	2.63157894737	2.77777777778
M1-3.M2-7.M3-4	37	24	1	12	1	1	130	7	2.63157894737	33.3333333333
M1-3.M2-7.M3-8	38	30	0	6	1	0	130	8	0.0	16.6666666667
M1-3.M2-7.M3-9	38	33	0	3	1	0	130	8	0.0	8.33333333333
M1-3.M2-7.M3-1	38	25	0	11	1	2	130	6	0.0	30.5555555556
M1-3.M2-7.M3-6	37	22	1	14	1	1	130	7	2.63157894737	38.8888888889
M1-3.M2-7.M3-14	37	33	1	3	0	2	131	6	2.63157894737	8.33333333333
M1-3.M2-7.M3-16	36	34	2	2	0	3	131	5	5.26315789474	5.55555555556
M1-3.M2-7.M3-2	38	31	0	5	0	0	131	8	0.0	13.8888888889
M1-3.M2-7.M3-18	36	35	2	1	0	2	131	6	5.26315789474	2.77777777778
M1-3.M2-7.M3-3	38	32	0	4	1	0	130	8	0.0	11.1111111111
M1-3.M2-7.M3-7	38	25	0	11	0	1	131	7	0.0	30.5555555556
M1-3.M2-7.M3-10	38	35	0	1	0	2	131	6	0.0	2.77777777778
M1-3.M2-7.M3-5	37	33	1	3	0	0	131	8	2.63157894737	8.33333333333
M1-3.M2-2.M3-17	36	29	1	1	1	6	131	8	2.7027027027	3.33333333333
M1-3.M2-2.M3-15	36	29	1	1	1	6	131	8	2.7027027027	3.33333333333
M1-3.M2-2.M3-11	37	26	0	4	1	1	131	13	0.0	13.3333333333
M1-3.M2-2.M3-12	37	28	0	2	1	7	131	7	0.0	6.66666666667
M1-3.M2-2.M3-13	36	30	1	0	1	8	131	6	2.7027027027	0.0
M1-3.M2-2.M3-4	37	24	0	6	1	1	131	13	0.0	20.0
M1-3.M2-2.M3-8	37	24	0	6	2	6	130	8	0.0	20.0
M1-3.M2-2.M3-9	37	28	0	2	2	5	130	9	0.0	6.66666666667
M1-3.M2-2.M3-1	37	26	0	4	2	1	130	13	0.0	13.3333333333
M1-3.M2-2.M3-6	36	23	1	7	2	0	130	14	2.7027027027	23.3333333333
M1-3.M2-2.M3-14	36	29	1	1	1	6	131	8	2.7027027027	3.33333333333
M1-3.M2-2.M3-16	35	29	2	1	1	8	131	6	5.40540540541	3.33333333333
M1-3.M2-2.M3-2	37	26	0	4	1	5	131	9	0.0	13.3333333333
M1-3.M2-2.M3-18	35	29	2	1	1	8	131	6	5.40540540541	3.33333333333
M1-3.M2-2.M3-3	37	26	0	4	2	6	130	8	0.0	13.3333333333
M1-3.M2-2.M3-7	37	26	0	4	1	0	131	14	0.0	13.3333333333
M1-3.M2-2.M3-10	37	29	0	1	1	8	131	6	0.0	3.33333333333
M1-3.M2-2.M3-5	37	26	0	4	0	7	132	7	0.0	13.3333333333
M1-3.M2-1.M3-17	36	34	2	3	1	1	130	6	5.26315789474	8.10810810811
M1-3.M2-1.M3-15	36	32	2	5	1	3	130	4	5.26315789474	13.5135135135
M1-3.M2-1.M3-11	37	26	1	11	1	1	130	6	2.63157894737	29.7297297297
M1-3.M2-1.M3-12	37	33	1	4	1	2	130	5	2.63157894737	10.8108108108
M1-3.M2-1.M3-13	36	35	2	2	1	3	130	4	5.26315789474	5.40540540541
M1-3.M2-1.M3-4	37	25	1	12	1	0	130	7	2.63157894737	32.4324324324
M1-3.M2-1.M3-8	38	30	0	7	1	0	130	7	0.0	18.9189189189
M1-3.M2-1.M3-9	38	32	0	5	1	1	130	6	0.0	13.5135135135
M1-3.M2-1.M3-1	38	25	0	12	1	2	130	5	0.0	32.4324324324
M1-3.M2-1.M3-6	37	23	1	14	1	0	130	7	2.63157894737	37.8378378378
M1-3.M2-1.M3-14	36	33	2	4	1	2	130	5	5.26315789474	10.8108108108
M1-3.M2-1.M3-16	35	34	3	3	1	3	130	4	7.89473684211	8.10810810811
M1-3.M2-1.M3-2	37	31	1	6	1	0	130	7	2.63157894737	16.2162162162
M1-3.M2-1.M3-18	35	35	3	2	1	2	130	5	7.89473684211	5.40540540541
M1-3.M2-1.M3-3	38	32	0	5	1	0	130	7	0.0	13.5135135135
M1-3.M2-1.M3-7	37	25	1	12	1	1	130	6	2.63157894737	32.4324324324
M1-3.M2-1.M3-10	37	35	1	2	1	2	130	5	2.63157894737	5.40540540541
M1-3.M2-1.M3-5	36	33	2	4	1	0	130	7	5.26315789474	10.8108108108
M1-3.M2-5.M3-17	37	34	2	3	0	1	130	6	5.12820512821	8.10810810811
M1-3.M2-5.M3-15	37	33	2	4	0	2	130	5	5.12820512821	10.8108108108
M1-3.M2-5.M3-11	38	26	1	11	0	1	130	6	2.5641025641	29.7297297297
M1-3.M2-5.M3-12	38	34	1	3	0	1	130	6	2.5641025641	8.10810810811
M1-3.M2-5.M3-13	37	36	2	1	0	2	130	5	5.12820512821	2.7027027027
M1-3.M2-5.M3-4	38	24	1	13	0	1	130	6	2.5641025641	35.1351351351
M1-3.M2-5.M3-8	39	30	0	7	0	0	130	7	0.0	18.9189189189
M1-3.M2-5.M3-9	39	33	0	4	0	0	130	7	0.0	10.8108108108
M1-3.M2-5.M3-1	39	26	0	11	0	1	130	6	0.0	29.7297297297
M1-3.M2-5.M3-6	38	22	1	15	0	1	130	6	2.5641025641	40.5405405405
M1-3.M2-5.M3-14	37	34	2	3	0	1	130	6	5.12820512821	8.10810810811
M1-3.M2-5.M3-16	36	35	3	2	0	2	130	5	7.69230769231	5.40540540541
M1-3.M2-5.M3-2	38	31	1	6	0	0	130	7	2.5641025641	16.2162162162
M1-3.M2-5.M3-18	36	35	3	2	0	2	130	5	7.69230769231	5.40540540541
M1-3.M2-5.M3-3	39	32	0	5	0	0	130	7	0.0	13.5135135135
M1-3.M2-5.M3-7	38	25	1	12	0	1	130	6	2.5641025641	32.4324324324
M1-3.M2-5.M3-10	38	36	1	1	0	1	130	6	2.5641025641	2.7027027027
M1-3.M2-5.M3-5	37	33	2	4	0	0	130	7	5.12820512821	10.8108108108
M1-4.M2-8.M3-17	40	27	1	1	0	7	56	16	2.43902439024	3.57142857143
M1-4.M2-8.M3-15	40	26	1	2	0	8	56	15	2.43902439024	7.14285714286
M1-4.M2-8.M3-11	40	24	1	4	0	2	56	21	2.43902439024	14.2857142857
M1-4.M2-8.M3-12	41	25	0	3	0	9	56	14	0.0	10.7142857143
M1-4.M2-8.M3-13	40	27	1	1	0	6	56	17	2.43902439024	3.57142857143
M1-4.M2-8.M3-4	38	24	3	4	0	1	56	22	7.31707317073	14.2857142857
M1-4.M2-8.M3-8	41	24	0	4	0	5	56	18	0.0	14.2857142857
M1-4.M2-8.M3-9	40	25	1	3	0	5	56	18	2.43902439024	10.7142857143
M1-4.M2-8.M3-1	39	23	2	5	0	4	56	19	4.87804878049	17.8571428571
M1-4.M2-8.M3-6	39	22	2	6	0	0	56	23	4.87804878049	21.4285714286
M1-4.M2-8.M3-14	40	26	1	2	0	7	56	16	2.43902439024	7.14285714286
M1-4.M2-8.M3-16	39	27	2	1	0	8	56	15	4.87804878049	3.57142857143
M1-4.M2-8.M3-2	40	24	1	4	0	8	56	15	2.43902439024	14.2857142857
M1-4.M2-8.M3-18	39	27	2	1	0	5	56	18	4.87804878049	3.57142857143
M1-4.M2-8.M3-3	39	25	2	3	0	6	56	17	4.87804878049	10.7142857143
M1-4.M2-8.M3-7	40	23	1	5	0	1	56	22	2.43902439024	17.8571428571
M1-4.M2-8.M3-10	41	26	0	2	0	10	56	13	0.0	7.14285714286
M1-4.M2-8.M3-5	38	25	3	3	0	6	56	17	7.31707317073	10.7142857143
M1-4.M2-9.M3-17	40	30	0	1	0	4	57	16	0.0	3.22580645161
M1-4.M2-9.M3-15	39	31	1	0	1	3	56	17	2.5	0.0
M1-4.M2-9.M3-11	39	25	1	6	1	1	56	19	2.5	19.3548387097
M1-4.M2-9.M3-12	40	30	0	1	1	4	56	16	0.0	3.22580645161
M1-4.M2-9.M3-13	39	31	1	0	1	2	56	18	2.5	0.0
M1-4.M2-9.M3-4	37	23	3	8	1	2	56	18	7.5	25.8064516129
M1-4.M2-9.M3-8	40	27	0	4	1	2	56	18	0.0	12.9032258065
M1-4.M2-9.M3-9	39	29	1	2	1	1	56	19	2.5	6.45161290323
M1-4.M2-9.M3-1	38	24	2	7	1	3	56	17	5.0	22.5806451613
M1-4.M2-9.M3-6	38	22	2	9	1	0	56	20	5.0	29.0322580645
M1-4.M2-9.M3-14	40	31	0	0	0	2	57	18	0.0	0.0
M1-4.M2-9.M3-16	39	30	1	1	0	5	57	15	2.5	3.22580645161
M1-4.M2-9.M3-2	39	29	1	2	1	3	56	17	2.5	6.45161290323
M1-4.M2-9.M3-18	39	31	1	0	0	1	57	19	2.5	0.0
M1-4.M2-9.M3-3	38	28	2	3	1	3	56	17	5.0	9.67741935484
M1-4.M2-9.M3-7	39	24	1	7	1	0	56	20	2.5	22.5806451613
M1-4.M2-9.M3-10	40	31	0	0	1	5	56	15	0.0	0.0
M1-4.M2-9.M3-5	37	30	3	1	1	1	56	19	7.5	3.22580645161
M1-4.M2-12.M3-17	40	33	0	1	0	1	57	16	0.0	2.94117647059
M1-4.M2-12.M3-15	39	33	1	1	1	1	56	16	2.5	2.94117647059
M1-4.M2-12.M3-11	39	26	1	8	1	0	56	17	2.5	23.5294117647
M1-4.M2-12.M3-12	40	33	0	1	1	1	56	16	0.0	2.94117647059
M1-4.M2-12.M3-13	39	31	1	3	1	2	56	15	2.5	8.82352941176
M1-4.M2-12.M3-4	37	23	3	11	1	2	56	15	7.5	32.3529411765
M1-4.M2-12.M3-8	40	28	0	6	1	1	56	16	0.0	17.6470588235
M1-4.M2-12.M3-9	39	29	1	5	1	1	56	16	2.5	14.7058823529
M1-4.M2-12.M3-1	38	25	2	9	1	2	56	15	5.0	26.4705882353
M1-4.M2-12.M3-6	38	22	2	12	1	0	56	17	5.0	35.2941176471
M1-4.M2-12.M3-14	40	33	0	1	0	0	57	17	0.0	2.94117647059
M1-4.M2-12.M3-16	39	32	1	2	0	3	57	14	2.5	5.88235294118
M1-4.M2-12.M3-2	39	32	1	2	1	0	56	17	2.5	5.88235294118
M1-4.M2-12.M3-18	39	31	1	3	0	1	57	16	2.5	8.82352941176
M1-4.M2-12.M3-3	38	28	2	6	1	3	56	14	5.0	17.6470588235
M1-4.M2-12.M3-7	39	24	1	10	1	0	56	17	2.5	29.4117647059
M1-4.M2-12.M3-10	40	33	0	1	1	3	56	14	0.0	2.94117647059
M1-4.M2-12.M3-5	37	30	3	4	1	1	56	16	7.5	11.7647058824
M1-4.M2-3.M3-17	38	30	1	3	2	4	56	14	2.5641025641	9.09090909091
M1-4.M2-3.M3-15	38	31	1	2	2	3	56	15	2.5641025641	6.06060606061
M1-4.M2-3.M3-11	39	25	0	8	1	1	57	17	0.0	24.2424242424
M1-4.M2-3.M3-12	39	30	0	3	2	4	56	14	0.0	9.09090909091
M1-4.M2-3.M3-13	38	32	1	1	2	1	56	17	2.5641025641	3.0303030303
M1-4.M2-3.M3-4	38	23	1	10	0	2	58	16	2.5641025641	30.303030303
M1-4.M2-3.M3-8	39	27	0	6	2	2	56	16	0.0	18.1818181818
M1-4.M2-3.M3-9	39	29	0	4	1	1	57	17	0.0	12.1212121212
M1-4.M2-3.M3-1	39	25	0	8	0	2	58	16	0.0	24.2424242424
M1-4.M2-3.M3-6	38	22	1	11	1	0	57	18	2.5641025641	33.3333333333
M1-4.M2-3.M3-14	38	31	1	2	2	2	56	16	2.5641025641	6.06060606061
M1-4.M2-3.M3-16	37	31	2	2	2	4	56	14	5.12820512821	6.06060606061
M1-4.M2-3.M3-2	39	29	0	4	1	3	57	15	0.0	12.1212121212
M1-4.M2-3.M3-18	37	31	2	2	2	1	56	17	5.12820512821	6.06060606061
M1-4.M2-3.M3-3	39	29	0	4	0	2	58	16	0.0	12.1212121212
M1-4.M2-3.M3-7	39	24	0	9	1	0	57	18	0.0	27.2727272727
M1-4.M2-3.M3-10	39	32	0	1	2	4	56	14	0.0	3.0303030303
M1-4.M2-3.M3-5	38	30	1	3	0	1	58	17	2.5641025641	9.09090909091
M1-4.M2-4.M3-17	39	28	1	0	1	6	56	17	2.5	0.0
M1-4.M2-4.M3-15	39	28	1	0	1	6	56	17	2.5	0.0
M1-4.M2-4.M3-11	39	25	1	3	1	1	56	22	2.5	10.7142857143
M1-4.M2-4.M3-12	40	27	0	1	1	7	56	16	0.0	3.57142857143
M1-4.M2-4.M3-13	39	28	1	0	1	5	56	18	2.5	0.0
M1-4.M2-4.M3-4	37	23	3	5	1	2	56	21	7.5	17.8571428571
M1-4.M2-4.M3-8	40	25	0	3	1	4	56	19	0.0	10.7142857143
M1-4.M2-4.M3-9	39	27	1	1	1	3	56	20	2.5	3.57142857143
M1-4.M2-4.M3-1	38	24	2	4	1	3	56	20	5.0	14.2857142857
M1-4.M2-4.M3-6	38	22	2	6	1	0	56	23	5.0	21.4285714286
M1-4.M2-4.M3-14	39	28	1	0	1	5	56	18	2.5	0.0
M1-4.M2-4.M3-16	38	27	2	1	1	8	56	15	5.0	3.57142857143
M1-4.M2-4.M3-2	39	26	1	2	1	6	56	17	2.5	7.14285714286
M1-4.M2-4.M3-18	38	28	2	0	1	4	56	19	5.0	0.0
M1-4.M2-4.M3-3	38	26	2	2	1	5	56	18	5.0	7.14285714286
M1-4.M2-4.M3-7	39	24	1	4	1	0	56	23	2.5	14.2857142857
M1-4.M2-4.M3-10	40	28	0	0	1	8	56	15	0.0	0.0
M1-4.M2-4.M3-5	37	27	3	1	1	4	56	19	7.5	3.57142857143
M1-4.M2-10.M3-17	40	30	0	2	0	4	57	15	0.0	6.25
M1-4.M2-10.M3-15	39	30	1	2	1	4	56	15	2.5	6.25
M1-4.M2-10.M3-11	39	24	1	8	1	2	56	17	2.5	25.0
M1-4.M2-10.M3-12	40	29	0	3	1	5	56	14	0.0	9.375
M1-4.M2-10.M3-13	39	31	1	1	1	2	56	17	2.5	3.125
M1-4.M2-10.M3-4	37	24	3	8	1	1	56	18	7.5	25.0
M1-4.M2-10.M3-8	40	28	0	4	1	1	56	18	0.0	12.5
M1-4.M2-10.M3-9	39	28	1	4	1	2	56	17	2.5	12.5
M1-4.M2-10.M3-1	38	23	2	9	1	4	56	15	5.0	28.125
M1-4.M2-10.M3-6	38	22	2	10	1	0	56	19	5.0	31.25
M1-4.M2-10.M3-14	40	30	0	2	0	3	57	16	0.0	6.25
M1-4.M2-10.M3-16	39	31	1	1	0	4	57	15	2.5	3.125
M1-4.M2-10.M3-2	39	28	1	4	1	4	56	15	2.5	12.5
M1-4.M2-10.M3-18	39	31	1	1	0	1	57	18	2.5	3.125
M1-4.M2-10.M3-3	38	29	2	3	1	2	56	17	5.0	9.375
M1-4.M2-10.M3-7	39	23	1	9	1	1	56	18	2.5	28.125
M1-4.M2-10.M3-10	40	31	0	1	1	5	56	14	0.0	3.125
M1-4.M2-10.M3-5	37	30	3	2	1	1	56	18	7.5	6.25
M1-4.M2-6.M3-17	40	28	1	1	0	6	56	16	2.43902439024	3.44827586207
M1-4.M2-6.M3-15	40	28	1	1	0	6	56	16	2.43902439024	3.44827586207
M1-4.M2-6.M3-11	40	26	1	3	0	0	56	22	2.43902439024	10.3448275862
M1-4.M2-6.M3-12	41	27	0	2	0	7	56	15	0.0	6.89655172414
M1-4.M2-6.M3-13	40	26	1	3	0	7	56	15	2.43902439024	10.3448275862
M1-4.M2-6.M3-4	38	23	3	6	0	2	56	20	7.31707317073	20.6896551724
M1-4.M2-6.M3-8	41	23	0	6	0	6	56	16	0.0	20.6896551724
M1-4.M2-6.M3-9	40	25	1	4	0	5	56	17	2.43902439024	13.7931034483
M1-4.M2-6.M3-1	39	24	2	5	0	3	56	19	4.87804878049	17.2413793103
M1-4.M2-6.M3-6	39	22	2	7	0	0	56	22	4.87804878049	24.1379310345
M1-4.M2-6.M3-14	40	28	1	1	0	5	56	17	2.43902439024	3.44827586207
M1-4.M2-6.M3-16	39	27	2	2	0	8	56	14	4.87804878049	6.89655172414
M1-4.M2-6.M3-2	40	26	1	3	0	6	56	16	2.43902439024	10.3448275862
M1-4.M2-6.M3-18	39	26	2	3	0	6	56	16	4.87804878049	10.3448275862
M1-4.M2-6.M3-3	39	24	2	5	0	7	56	15	4.87804878049	17.2413793103
M1-4.M2-6.M3-7	40	24	1	5	0	0	56	22	2.43902439024	17.2413793103
M1-4.M2-6.M3-10	41	28	0	1	0	8	56	14	0.0	3.44827586207
M1-4.M2-6.M3-5	38	25	3	4	0	6	56	16	7.31707317073	13.7931034483
M1-4.M2-11.M3-17	38	30	0	4	2	4	57	13	0.0	11.7647058824
M1-4.M2-11.M3-15	37	31	1	3	3	3	56	14	2.63157894737	8.82352941176
M1-4.M2-11.M3-11	37	25	1	9	3	1	56	16	2.63157894737	26.4705882353
M1-4.M2-11.M3-12	38	30	0	4	3	4	56	13	0.0	11.7647058824
M1-4.M2-11.M3-13	37	33	1	1	3	0	56	17	2.63157894737	2.94117647059
M1-4.M2-11.M3-4	36	23	2	11	2	2	57	15	5.26315789474	32.3529411765
M1-4.M2-11.M3-8	38	28	0	6	3	1	56	16	0.0	17.6470588235
M1-4.M2-11.M3-9	37	29	1	5	3	1	56	16	2.63157894737	14.7058823529
M1-4.M2-11.M3-1	36	24	2	10	3	3	56	14	5.26315789474	29.4117647059
M1-4.M2-11.M3-6	37	22	1	12	2	0	57	17	2.63157894737	35.2941176471
M1-4.M2-11.M3-14	38	31	0	3	2	2	57	15	0.0	8.82352941176
M1-4.M2-11.M3-16	37	32	1	2	2	3	57	14	2.63157894737	5.88235294118
M1-4.M2-11.M3-2	37	29	1	5	3	3	56	14	2.63157894737	14.7058823529
M1-4.M2-11.M3-18	37	31	1	3	2	1	57	16	2.63157894737	8.82352941176
M1-4.M2-11.M3-3	36	29	2	5	3	2	56	15	5.26315789474	14.7058823529
M1-4.M2-11.M3-7	37	24	1	10	3	0	56	17	2.63157894737	29.4117647059
M1-4.M2-11.M3-10	38	32	0	2	3	4	56	13	0.0	5.88235294118
M1-4.M2-11.M3-5	36	31	2	3	2	0	57	17	5.26315789474	8.82352941176
M1-4.M2-7.M3-17	40	31	1	3	0	3	56	14	2.43902439024	8.82352941176
M1-4.M2-7.M3-15	40	30	1	4	0	4	56	13	2.43902439024	11.7647058824
M1-4.M2-7.M3-11	40	24	1	10	0	2	56	15	2.43902439024	29.4117647059
M1-4.M2-7.M3-12	41	31	0	3	0	3	56	14	0.0	8.82352941176
M1-4.M2-7.M3-13	40	31	1	3	0	2	56	15	2.43902439024	8.82352941176
M1-4.M2-7.M3-4	38	23	3	11	0	2	56	15	7.31707317073	32.3529411765
M1-4.M2-7.M3-8	41	29	0	5	0	0	56	17	0.0	14.7058823529
M1-4.M2-7.M3-9	40	29	1	5	0	1	56	16	2.43902439024	14.7058823529
M1-4.M2-7.M3-1	39	24	2	10	0	3	56	14	4.87804878049	29.4117647059
M1-4.M2-7.M3-6	39	21	2	13	0	1	56	16	4.87804878049	38.2352941176
M1-4.M2-7.M3-14	40	30	1	4	0	3	56	14	2.43902439024	11.7647058824
M1-4.M2-7.M3-16	39	30	2	4	0	5	56	12	4.87804878049	11.7647058824
M1-4.M2-7.M3-2	40	30	1	4	0	2	56	15	2.43902439024	11.7647058824
M1-4.M2-7.M3-18	39	31	2	3	0	1	56	16	4.87804878049	8.82352941176
M1-4.M2-7.M3-3	39	30	2	4	0	1	56	16	4.87804878049	11.7647058824
M1-4.M2-7.M3-7	40	23	1	11	0	1	56	16	2.43902439024	32.3529411765
M1-4.M2-7.M3-10	41	31	0	3	0	5	56	12	0.0	8.82352941176
M1-4.M2-7.M3-5	38	30	3	4	0	1	56	16	7.31707317073	11.7647058824
M1-4.M2-2.M3-17	37	30	1	1	3	4	56	16	2.63157894737	3.22580645161
M1-4.M2-2.M3-15	37	29	1	2	3	5	56	15	2.63157894737	6.45161290323
M1-4.M2-2.M3-11	38	26	0	5	2	0	57	20	0.0	16.1290322581
M1-4.M2-2.M3-12	38	29	0	2	3	5	56	15	0.0	6.45161290323
M1-4.M2-2.M3-13	37	28	1	3	3	5	56	15	2.63157894737	9.67741935484
M1-4.M2-2.M3-4	38	23	0	8	0	2	59	18	0.0	25.8064516129
M1-4.M2-2.M3-8	38	25	0	6	3	4	56	16	0.0	19.3548387097
M1-4.M2-2.M3-9	38	26	0	5	2	4	57	16	0.0	16.1290322581
M1-4.M2-2.M3-1	38	25	0	6	1	2	58	18	0.0	19.3548387097
M1-4.M2-2.M3-6	37	22	1	9	2	0	57	20	2.63157894737	29.0322580645
M1-4.M2-2.M3-14	37	29	1	2	3	4	56	16	2.63157894737	6.45161290323
