SAMPLES	M1M2M3_TP	M1M2M3_FP	M1M2_TP	M1M2_FP	M1M3_TP	M1M3_FP	M1_TP	M1_FP	TP_rem_per	FP_rem_per
M1-2.M2-2.M3-2	37	25	0	2	1	5	101	6	0.0	7.40740740741
M1-2.M2-2.M3-18	35	27	2	0	1	6	101	5	5.40540540541	0.0
M1-2.M2-2.M3-3	37	25	0	2	2	3	100	8	0.0	7.40740740741
M1-2.M2-2.M3-7	37	24	0	3	1	0	101	11	0.0	11.1111111111
M1-2.M2-2.M3-10	37	27	0	0	1	5	101	6	0.0	0.0
M1-2.M2-2.M3-5	37	25	0	2	0	4	102	7	0.0	7.40740740741
M1-2.M2-1.M3-17	36	29	2	2	1	2	100	5	5.26315789474	6.45161290323
M1-2.M2-1.M3-15	36	30	2	1	1	3	100	4	5.26315789474	3.22580645161
M1-2.M2-1.M3-11	37	24	1	7	1	1	100	6	2.63157894737	22.5806451613
M1-2.M2-1.M3-12	37	30	1	1	1	3	100	4	2.63157894737	3.22580645161
M1-2.M2-1.M3-13	36	30	2	1	1	3	100	4	5.26315789474	3.22580645161
M1-2.M2-1.M3-4	37	22	1	9	1	0	100	7	2.63157894737	29.0322580645
M1-2.M2-1.M3-8	38	27	0	4	1	0	100	7	0.0	12.9032258065
M1-2.M2-1.M3-9	38	29	0	2	1	2	100	5	0.0	6.45161290323
M1-2.M2-1.M3-1	38	24	0	7	1	1	100	6	0.0	22.5806451613
M1-2.M2-1.M3-6	37	21	1	10	1	0	100	7	2.63157894737	32.2580645161
M1-2.M2-1.M3-14	36	30	2	1	1	1	100	6	5.26315789474	3.22580645161
M1-2.M2-1.M3-16	35	29	3	2	1	2	100	5	7.89473684211	6.45161290323
M1-2.M2-1.M3-2	37	30	1	1	1	0	100	7	2.63157894737	3.22580645161
M1-2.M2-1.M3-18	35	30	3	1	1	3	100	4	7.89473684211	3.22580645161
M1-2.M2-1.M3-3	38	28	0	3	1	0	100	7	0.0	9.67741935484
M1-2.M2-1.M3-7	37	23	1	8	1	1	100	6	2.63157894737	25.8064516129
M1-2.M2-1.M3-10	37	30	1	1	1	2	100	5	2.63157894737	3.22580645161
M1-2.M2-1.M3-5	36	29	2	2	1	0	100	7	5.26315789474	6.45161290323
M1-2.M2-5.M3-17	37	30	2	3	0	1	100	4	5.12820512821	9.09090909091
M1-2.M2-5.M3-15	37	31	2	2	0	2	100	3	5.12820512821	6.06060606061
M1-2.M2-5.M3-11	38	24	1	9	0	1	100	4	2.5641025641	27.2727272727
M1-2.M2-5.M3-12	38	31	1	2	0	2	100	3	2.5641025641	6.06060606061
M1-2.M2-5.M3-13	37	31	2	2	0	2	100	3	5.12820512821	6.06060606061
M1-2.M2-5.M3-4	38	22	1	11	0	0	100	5	2.5641025641	33.3333333333
M1-2.M2-5.M3-8	39	27	0	6	0	0	100	5	0.0	18.1818181818
M1-2.M2-5.M3-9	39	30	0	3	0	1	100	4	0.0	9.09090909091
M1-2.M2-5.M3-1	39	25	0	8	0	0	100	5	0.0	24.2424242424
M1-2.M2-5.M3-6	38	21	1	12	0	0	100	5	2.5641025641	36.3636363636
M1-2.M2-5.M3-14	37	31	2	2	0	0	100	5	5.12820512821	6.06060606061
M1-2.M2-5.M3-16	36	30	3	3	0	1	100	4	7.69230769231	9.09090909091
M1-2.M2-5.M3-2	38	30	1	3	0	0	100	5	2.5641025641	9.09090909091
M1-2.M2-5.M3-18	36	31	3	2	0	2	100	3	7.69230769231	6.06060606061
M1-2.M2-5.M3-3	39	28	0	5	0	0	100	5	0.0	15.1515151515
M1-2.M2-5.M3-7	38	24	1	9	0	0	100	5	2.5641025641	27.2727272727
M1-2.M2-5.M3-10	38	31	1	2	0	1	100	4	2.5641025641	6.06060606061
M1-2.M2-5.M3-5	37	29	2	4	0	0	100	5	5.12820512821	12.1212121212
M1-8.M2-8.M3-17	40	31	0	2	8	6	103	5	0.0	6.06060606061
M1-8.M2-8.M3-15	39	31	1	2	9	6	102	5	2.5	6.06060606061
M1-8.M2-8.M3-11	39	28	1	5	0	2	111	9	2.5	15.1515151515
M1-8.M2-8.M3-12	40	28	0	5	0	7	111	4	0.0	15.1515151515
M1-8.M2-8.M3-13	39	31	1	2	8	8	103	3	2.5	6.06060606061
M1-8.M2-8.M3-4	37	27	3	6	0	0	111	11	7.5	18.1818181818
M1-8.M2-8.M3-8	40	24	0	9	0	6	111	5	0.0	27.2727272727
M1-8.M2-8.M3-9	39	27	1	6	0	6	111	5	2.5	18.1818181818
M1-8.M2-8.M3-1	38	28	2	5	0	2	111	9	5.0	15.1515151515
M1-8.M2-8.M3-6	38	25	2	8	0	0	111	11	5.0	24.2424242424
M1-8.M2-8.M3-14	40	30	0	3	8	7	103	4	0.0	9.09090909091
M1-8.M2-8.M3-16	39	31	1	2	9	7	102	4	2.5	6.06060606061
M1-8.M2-8.M3-2	39	26	1	7	0	6	111	5	2.5	21.2121212121
M1-8.M2-8.M3-18	39	31	1	2	8	7	103	4	2.5	6.06060606061
M1-8.M2-8.M3-3	38	26	2	7	0	5	111	6	5.0	21.2121212121
M1-8.M2-8.M3-7	39	28	1	5	0	1	111	10	2.5	15.1515151515
M1-8.M2-8.M3-10	40	29	0	4	0	8	111	3	0.0	12.1212121212
M1-8.M2-8.M3-5	37	26	3	7	0	7	111	4	7.5	21.2121212121
M1-8.M2-9.M3-17	48	36	0	3	0	1	103	4	0.0	7.69230769231
M1-8.M2-9.M3-15	47	37	1	2	1	0	102	5	2.08333333333	5.12820512821
M1-8.M2-9.M3-11	39	30	9	9	0	0	103	5	18.75	23.0769230769
M1-8.M2-9.M3-12	40	35	8	4	0	0	103	5	16.6666666667	10.2564102564
M1-8.M2-9.M3-13	47	38	1	1	0	1	103	4	2.08333333333	2.5641025641
M1-8.M2-9.M3-4	37	26	11	13	0	1	103	4	22.9166666667	33.3333333333
M1-8.M2-9.M3-8	40	29	8	10	0	1	103	4	16.6666666667	25.641025641
M1-8.M2-9.M3-9	39	33	9	6	0	0	103	5	18.75	15.3846153846
M1-8.M2-9.M3-1	38	30	10	9	0	0	103	5	20.8333333333	23.0769230769
M1-8.M2-9.M3-6	38	25	10	14	0	0	103	5	20.8333333333	35.8974358974
M1-8.M2-9.M3-14	48	37	0	2	0	0	103	5	0.0	5.12820512821
M1-8.M2-9.M3-16	47	37	1	2	1	1	102	4	2.08333333333	5.12820512821
M1-8.M2-9.M3-2	39	32	9	7	0	0	103	5	18.75	17.9487179487
M1-8.M2-9.M3-18	47	37	1	2	0	1	103	4	2.08333333333	5.12820512821
M1-8.M2-9.M3-3	38	30	10	9	0	1	103	4	20.8333333333	23.0769230769
M1-8.M2-9.M3-7	39	29	9	10	0	0	103	5	18.75	25.641025641
M1-8.M2-9.M3-10	40	37	8	2	0	0	103	5	16.6666666667	5.12820512821
M1-8.M2-9.M3-5	37	33	11	6	0	0	103	5	22.9166666667	15.3846153846
M1-8.M2-12.M3-17	48	36	0	2	0	1	103	5	0.0	5.26315789474
M1-8.M2-12.M3-15	47	36	1	2	1	1	102	5	2.08333333333	5.26315789474
M1-8.M2-12.M3-11	39	29	9	9	0	1	103	5	18.75	23.6842105263
M1-8.M2-12.M3-12	40	34	8	4	0	1	103	5	16.6666666667	10.5263157895
M1-8.M2-12.M3-13	47	38	1	0	0	1	103	5	2.08333333333	0.0
M1-8.M2-12.M3-4	37	26	11	12	0	1	103	5	22.9166666667	31.5789473684
M1-8.M2-12.M3-8	40	29	8	9	0	1	103	5	16.6666666667	23.6842105263
M1-8.M2-12.M3-9	39	33	9	5	0	0	103	6	18.75	13.1578947368
M1-8.M2-12.M3-1	38	29	10	9	0	1	103	5	20.8333333333	23.6842105263
M1-8.M2-12.M3-6	38	25	10	13	0	0	103	6	20.8333333333	34.2105263158
M1-8.M2-12.M3-14	48	37	0	1	0	0	103	6	0.0	2.63157894737
M1-8.M2-12.M3-16	47	37	1	1	1	1	102	5	2.08333333333	2.63157894737
M1-8.M2-12.M3-2	39	31	9	7	0	1	103	5	18.75	18.4210526316
M1-8.M2-12.M3-18	47	37	1	1	0	1	103	5	2.08333333333	2.63157894737
M1-8.M2-12.M3-3	38	30	10	8	0	1	103	5	20.8333333333	21.0526315789
M1-8.M2-12.M3-7	39	28	9	10	0	1	103	5	18.75	26.3157894737
M1-8.M2-12.M3-10	40	37	8	1	0	0	103	6	16.6666666667	2.63157894737
M1-8.M2-12.M3-5	37	33	11	5	0	0	103	6	22.9166666667	13.1578947368
M1-8.M2-3.M3-17	38	36	0	2	10	1	103	5	0.0	5.26315789474
M1-8.M2-3.M3-15	37	35	1	3	11	2	102	4	2.63157894737	7.89473684211
M1-8.M2-3.M3-11	38	28	0	10	1	2	112	4	0.0	26.3157894737
M1-8.M2-3.M3-12	38	34	0	4	2	1	111	5	0.0	10.5263157895
M1-8.M2-3.M3-13	37	38	1	0	10	1	103	5	2.63157894737	0.0
M1-8.M2-3.M3-4	37	26	1	12	0	1	113	5	2.63157894737	31.5789473684
M1-8.M2-3.M3-8	38	29	0	9	2	1	111	5	0.0	23.6842105263
M1-8.M2-3.M3-9	38	33	0	5	1	0	112	6	0.0	13.1578947368
M1-8.M2-3.M3-1	38	28	0	10	0	2	113	4	0.0	26.3157894737
M1-8.M2-3.M3-6	37	25	1	13	1	0	112	6	2.63157894737	34.2105263158
M1-8.M2-3.M3-14	38	36	0	2	10	1	103	5	0.0	5.26315789474
M1-8.M2-3.M3-16	37	37	1	1	11	1	102	5	2.63157894737	2.63157894737
M1-8.M2-3.M3-2	38	31	0	7	1	1	112	5	0.0	18.4210526316
M1-8.M2-3.M3-18	37	37	1	1	10	1	103	5	2.63157894737	2.63157894737
M1-8.M2-3.M3-3	38	30	0	8	0	1	113	5	0.0	21.0526315789
M1-8.M2-3.M3-7	38	28	0	10	1	1	112	5	0.0	26.3157894737
M1-8.M2-3.M3-10	38	36	0	2	2	1	111	5	0.0	5.26315789474
M1-8.M2-3.M3-5	37	33	1	5	0	0	113	6	2.63157894737	13.1578947368
M1-8.M2-4.M3-17	39	32	0	0	9	5	103	7	0.0	0.0
M1-8.M2-4.M3-15	38	32	1	0	10	5	102	7	2.5641025641	0.0
M1-8.M2-4.M3-11	38	28	1	4	1	2	111	10	2.5641025641	12.5
M1-8.M2-4.M3-12	39	29	0	3	1	6	111	6	0.0	9.375
M1-8.M2-4.M3-13	38	32	1	0	9	7	103	5	2.5641025641	0.0
M1-8.M2-4.M3-4	36	26	3	6	1	1	111	11	7.69230769231	18.75
M1-8.M2-4.M3-8	39	25	0	7	1	5	111	7	0.0	21.875
M1-8.M2-4.M3-9	38	29	1	3	1	4	111	8	2.5641025641	9.375
M1-8.M2-4.M3-1	37	28	2	4	1	2	111	10	5.12820512821	12.5
M1-8.M2-4.M3-6	37	25	2	7	1	0	111	12	5.12820512821	21.875
M1-8.M2-4.M3-14	39	32	0	0	9	5	103	7	0.0	0.0
M1-8.M2-4.M3-16	38	31	1	1	10	7	102	5	2.5641025641	3.125
M1-8.M2-4.M3-2	38	27	1	5	1	5	111	7	2.5641025641	15.625
M1-8.M2-4.M3-18	38	32	1	0	9	6	103	6	2.5641025641	0.0
M1-8.M2-4.M3-3	37	27	2	5	1	4	111	8	5.12820512821	15.625
M1-8.M2-4.M3-7	38	28	1	4	1	1	111	11	2.5641025641	12.5
M1-8.M2-4.M3-10	39	31	0	1	1	6	111	6	0.0	3.125
M1-8.M2-4.M3-5	36	28	3	4	1	5	111	7	7.69230769231	12.5
M1-8.M2-10.M3-17	48	35	0	2	0	2	103	5	0.0	5.40540540541
M1-8.M2-10.M3-15	47	34	1	3	1	3	102	4	2.08333333333	8.10810810811
M1-8.M2-10.M3-11	39	28	9	9	0	2	103	5	18.75	24.3243243243
M1-8.M2-10.M3-12	40	32	8	5	0	3	103	4	16.6666666667	13.5135135135
M1-8.M2-10.M3-13	47	36	1	1	0	3	103	4	2.08333333333	2.7027027027
M1-8.M2-10.M3-4	37	27	11	10	0	0	103	7	22.9166666667	27.027027027
M1-8.M2-10.M3-8	40	29	8	8	0	1	103	6	16.6666666667	21.6216216216
M1-8.M2-10.M3-9	39	31	9	6	0	2	103	5	18.75	16.2162162162
M1-8.M2-10.M3-1	38	27	10	10	0	3	103	4	20.8333333333	27.027027027
M1-8.M2-10.M3-6	38	25	10	12	0	0	103	7	20.8333333333	32.4324324324
M1-8.M2-10.M3-14	48	35	0	2	0	2	103	5	0.0	5.40540540541
M1-8.M2-10.M3-16	47	36	1	1	1	2	102	5	2.08333333333	2.7027027027
M1-8.M2-10.M3-2	39	30	9	7	0	2	103	5	18.75	18.9189189189
M1-8.M2-10.M3-18	47	36	1	1	0	2	103	5	2.08333333333	2.7027027027
M1-8.M2-10.M3-3	38	30	10	7	0	1	103	6	20.8333333333	18.9189189189
M1-8.M2-10.M3-7	39	26	9	11	0	3	103	4	18.75	29.7297297297
M1-8.M2-10.M3-10	40	35	8	2	0	2	103	5	16.6666666667	5.40540540541
M1-8.M2-10.M3-5	37	32	11	5	0	1	103	6	22.9166666667	13.5135135135
M1-8.M2-6.M3-17	40	30	0	1	8	7	103	6	0.0	3.22580645161
M1-8.M2-6.M3-15	39	31	1	0	9	6	102	7	2.5	0.0
M1-8.M2-6.M3-11	39	29	1	2	0	1	111	12	2.5	6.45161290323
M1-8.M2-6.M3-12	40	28	0	3	0	7	111	6	0.0	9.67741935484
M1-8.M2-6.M3-13	39	30	1	1	8	9	103	4	2.5	3.22580645161
M1-8.M2-6.M3-4	37	26	3	5	0	1	111	12	7.5	16.1290322581
M1-8.M2-6.M3-8	40	23	0	8	0	7	111	6	0.0	25.8064516129
M1-8.M2-6.M3-9	39	27	1	4	0	6	111	7	2.5	12.9032258065
M1-8.M2-6.M3-1	38	29	2	2	0	1	111	12	5.0	6.45161290323
M1-8.M2-6.M3-6	38	25	2	6	0	0	111	13	5.0	19.3548387097
M1-8.M2-6.M3-14	40	30	0	1	8	7	103	6	0.0	3.22580645161
M1-8.M2-6.M3-16	39	29	1	2	9	9	102	4	2.5	6.45161290323
M1-8.M2-6.M3-2	39	26	1	5	0	6	111	7	2.5	16.1290322581
M1-8.M2-6.M3-18	39	30	1	1	8	8	103	5	2.5	3.22580645161
M1-8.M2-6.M3-3	38	25	2	6	0	6	111	7	5.0	19.3548387097
M1-8.M2-6.M3-7	39	29	1	2	0	0	111	13	2.5	6.45161290323
M1-8.M2-6.M3-10	40	29	0	2	0	8	111	5	0.0	6.45161290323
M1-8.M2-6.M3-5	37	26	3	5	0	7	111	6	7.5	16.1290322581
M1-8.M2-11.M3-17	46	35	0	4	2	2	103	3	0.0	10.2564102564
M1-8.M2-11.M3-15	45	35	1	4	3	2	102	3	2.17391304348	10.2564102564
M1-8.M2-11.M3-11	37	29	9	10	2	1	103	4	19.5652173913	25.641025641
M1-8.M2-11.M3-12	38	33	8	6	2	2	103	3	17.3913043478	15.3846153846
M1-8.M2-11.M3-13	45	38	1	1	2	1	103	4	2.17391304348	2.5641025641
M1-8.M2-11.M3-4	36	26	10	13	1	1	104	4	21.7391304348	33.3333333333
M1-8.M2-11.M3-8	38	29	8	10	2	1	103	4	17.3913043478	25.641025641
M1-8.M2-11.M3-9	37	32	9	7	2	1	103	4	19.5652173913	17.9487179487
M1-8.M2-11.M3-1	36	28	10	11	2	2	103	3	21.7391304348	28.2051282051
M1-8.M2-11.M3-6	37	25	9	14	1	0	104	5	19.5652173913	35.8974358974
M1-8.M2-11.M3-14	46	36	0	3	2	1	103	4	0.0	7.69230769231
M1-8.M2-11.M3-16	45	37	1	2	3	1	102	4	2.17391304348	5.12820512821
M1-8.M2-11.M3-2	37	31	9	8	2	1	103	4	19.5652173913	20.5128205128
M1-8.M2-11.M3-18	45	36	1	3	2	2	103	3	2.17391304348	7.69230769231
M1-8.M2-11.M3-3	36	30	10	9	2	1	103	4	21.7391304348	23.0769230769
M1-8.M2-11.M3-7	37	27	9	12	2	2	103	3	19.5652173913	30.7692307692
M1-8.M2-11.M3-10	38	36	8	3	2	1	103	4	17.3913043478	7.69230769231
M1-8.M2-11.M3-5	36	33	10	6	1	0	104	5	21.7391304348	15.3846153846
M1-8.M2-7.M3-17	40	34	0	1	8	3	103	6	0.0	2.85714285714
M1-8.M2-7.M3-15	39	32	1	3	9	5	102	4	2.5	8.57142857143
M1-8.M2-7.M3-11	39	25	1	10	0	5	111	4	2.5	28.5714285714
M1-8.M2-7.M3-12	40	34	0	1	0	1	111	8	0.0	2.85714285714
M1-8.M2-7.M3-13	39	34	1	1	8	5	103	4	2.5	2.85714285714
M1-8.M2-7.M3-4	37	24	3	11	0	3	111	6	7.5	31.4285714286
M1-8.M2-7.M3-8	40	29	0	6	0	1	111	8	0.0	17.1428571429
M1-8.M2-7.M3-9	39	33	1	2	0	0	111	9	2.5	5.71428571429
M1-8.M2-7.M3-1	38	25	2	10	0	5	111	4	5.0	28.5714285714
M1-8.M2-7.M3-6	38	22	2	13	0	3	111	6	5.0	37.1428571429
M1-8.M2-7.M3-14	40	33	0	2	8	4	103	5	0.0	5.71428571429
M1-8.M2-7.M3-16	39	33	1	2	9	5	102	4	2.5	5.71428571429
M1-8.M2-7.M3-2	39	31	1	4	0	1	111	8	2.5	11.4285714286
M1-8.M2-7.M3-18	39	35	1	0	8	3	103	6	2.5	0.0
M1-8.M2-7.M3-3	38	31	2	4	0	0	111	9	5.0	11.4285714286
M1-8.M2-7.M3-7	39	25	1	10	0	4	111	5	2.5	28.5714285714
M1-8.M2-7.M3-10	40	34	0	1	0	3	111	6	0.0	2.85714285714
M1-8.M2-7.M3-5	37	32	3	3	0	1	111	8	7.5	8.57142857143
M1-8.M2-2.M3-17	37	31	0	1	11	6	103	6	0.0	3.125
M1-8.M2-2.M3-15	36	31	1	1	12	6	102	6	2.7027027027	3.125
M1-8.M2-2.M3-11	37	28	0	4	2	2	112	10	0.0	12.5
M1-8.M2-2.M3-12	37	28	0	4	3	7	111	5	0.0	12.5
M1-8.M2-2.M3-13	36	32	1	0	11	7	103	5	2.7027027027	0.0
M1-8.M2-2.M3-4	37	26	0	6	0	1	114	11	0.0	18.75
M1-8.M2-2.M3-8	37	24	0	8	3	6	111	6	0.0	25.0
M1-8.M2-2.M3-9	37	28	0	4	2	5	112	7	0.0	12.5
M1-8.M2-2.M3-1	37	28	0	4	1	2	113	10	0.0	12.5
M1-8.M2-2.M3-6	36	25	1	7	2	0	112	12	2.7027027027	21.875
M1-8.M2-2.M3-14	37	31	0	1	11	6	103	6	0.0	3.125
M1-8.M2-2.M3-16	36	31	1	1	12	7	102	5	2.7027027027	3.125
M1-8.M2-2.M3-2	37	26	0	6	2	6	112	6	0.0	18.75
M1-8.M2-2.M3-18	36	31	1	1	11	7	103	5	2.7027027027	3.125
M1-8.M2-2.M3-3	37	26	0	6	1	5	113	7	0.0	18.75
M1-8.M2-2.M3-7	37	28	0	4	2	1	112	11	0.0	12.5
M1-8.M2-2.M3-10	37	30	0	2	3	7	111	5	0.0	6.25
M1-8.M2-2.M3-5	37	27	0	5	0	6	114	6	0.0	15.625
M1-8.M2-1.M3-17	38	36	0	2	10	1	103	5	0.0	5.26315789474
M1-8.M2-1.M3-15	37	34	1	4	11	3	102	3	2.63157894737	10.5263157895
M1-8.M2-1.M3-11	38	28	0	10	1	2	112	4	0.0	26.3157894737
M1-8.M2-1.M3-12	38	33	0	5	2	2	111	4	0.0	13.1578947368
M1-8.M2-1.M3-13	37	36	1	2	10	3	103	3	2.63157894737	5.26315789474
M1-8.M2-1.M3-4	36	27	2	11	1	0	112	6	5.26315789474	28.9473684211
M1-8.M2-1.M3-8	38	29	0	9	2	1	111	5	0.0	23.6842105263
M1-8.M2-1.M3-9	38	32	0	6	1	1	112	5	0.0	15.7894736842
M1-8.M2-1.M3-1	37	27	1	11	1	3	112	3	2.63157894737	28.9473684211
M1-8.M2-1.M3-6	37	25	1	13	1	0	112	6	2.63157894737	34.2105263158
M1-8.M2-1.M3-14	38	35	0	3	10	2	103	4	0.0	7.89473684211
M1-8.M2-1.M3-16	37	35	1	3	11	3	102	3	2.63157894737	7.89473684211
M1-8.M2-1.M3-2	38	31	0	7	1	1	112	5	0.0	18.4210526316
M1-8.M2-1.M3-18	37	37	1	1	10	1	103	5	2.63157894737	2.63157894737
M1-8.M2-1.M3-3	37	31	1	7	1	0	112	6	2.63157894737	18.4210526316
M1-8.M2-1.M3-7	38	27	0	11	1	2	112	4	0.0	28.9473684211
M1-8.M2-1.M3-10	38	35	0	3	2	2	111	4	0.0	7.89473684211
M1-8.M2-1.M3-5	36	33	2	5	1	0	112	6	5.26315789474	13.1578947368
M1-8.M2-5.M3-17	40	34	0	3	8	3	103	4	0.0	8.10810810811
M1-8.M2-5.M3-15	39	33	1	4	9	4	102	3	2.5	10.8108108108
M1-8.M2-5.M3-11	39	26	1	11	0	4	111	3	2.5	29.7297297297
M1-8.M2-5.M3-12	40	34	0	3	0	1	111	6	0.0	8.10810810811
M1-8.M2-5.M3-13	39	35	1	2	8	4	103	3	2.5	5.40540540541
M1-8.M2-5.M3-4	37	24	3	13	0	3	111	4	7.5	35.1351351351
M1-8.M2-5.M3-8	40	29	0	8	0	1	111	6	0.0	21.6216216216
M1-8.M2-5.M3-9	39	33	1	4	0	0	111	7	2.5	10.8108108108
M1-8.M2-5.M3-1	38	26	2	11	0	4	111	3	5.0	29.7297297297
M1-8.M2-5.M3-6	38	22	2	15	0	3	111	4	5.0	40.5405405405
M1-8.M2-5.M3-14	40	34	0	3	8	3	103	4	0.0	8.10810810811
M1-8.M2-5.M3-16	39	34	1	3	9	4	102	3	2.5	8.10810810811
M1-8.M2-5.M3-2	39	31	1	6	0	1	111	6	2.5	16.2162162162
M1-8.M2-5.M3-18	39	35	1	2	8	3	103	4	2.5	5.40540540541
M1-8.M2-5.M3-3	38	31	2	6	0	0	111	7	5.0	16.2162162162
M1-8.M2-5.M3-7	39	25	1	12	0	4	111	3	2.5	32.4324324324
M1-8.M2-5.M3-10	40	35	0	2	0	2	111	5	0.0	5.40540540541
M1-8.M2-5.M3-5	37	32	3	5	0	1	111	6	7.5	13.5135135135
M1-3.M2-8.M3-17	37	29	2	1	0	6	130	8	5.12820512821	3.33333333333
M1-3.M2-8.M3-15	37	28	2	2	0	7	130	7	5.12820512821	6.66666666667
M1-3.M2-8.M3-11	38	25	1	5	0	2	130	12	2.5641025641	16.6666666667
M1-3.M2-8.M3-12	38	27	1	3	0	8	130	6	2.5641025641	10.0
M1-3.M2-8.M3-13	37	29	2	1	0	9	130	5	5.12820512821	3.33333333333
M1-3.M2-8.M3-4	38	25	1	5	0	0	130	14	2.5641025641	16.6666666667
M1-3.M2-8.M3-8	39	24	0	6	0	6	130	8	0.0	20.0
M1-3.M2-8.M3-9	39	27	0	3	0	6	130	8	0.0	10.0
M1-3.M2-8.M3-1	39	25	0	5	0	2	130	12	0.0	16.6666666667
M1-3.M2-8.M3-6	38	23	1	7	0	0	130	14	2.5641025641	23.3333333333
M1-3.M2-8.M3-14	37	28	2	2	0	7	130	7	5.12820512821	6.66666666667
M1-3.M2-8.M3-16	36	29	3	1	0	8	130	6	7.69230769231	3.33333333333
M1-3.M2-8.M3-2	38	25	1	5	0	6	130	8	2.5641025641	16.6666666667
M1-3.M2-8.M3-18	36	29	3	1	0	8	130	6	7.69230769231	3.33333333333
M1-3.M2-8.M3-3	39	26	0	4	0	6	130	8	0.0	13.3333333333
M1-3.M2-8.M3-7	38	25	1	5	0	1	130	13	2.5641025641	16.6666666667
M1-3.M2-8.M3-10	38	28	1	2	0	9	130	5	2.5641025641	6.66666666667
M1-3.M2-8.M3-5	37	25	2	5	0	8	130	6	5.12820512821	16.6666666667
M1-3.M2-9.M3-17	37	34	0	2	0	1	132	7	0.0	5.55555555556
M1-3.M2-9.M3-15	36	34	1	2	1	1	131	7	2.7027027027	5.55555555556
M1-3.M2-9.M3-11	37	27	0	9	1	0	131	8	0.0	25.0
M1-3.M2-9.M3-12	37	34	0	2	1	1	131	7	0.0	5.55555555556
M1-3.M2-9.M3-13	36	36	1	0	1	2	131	6	2.7027027027	0.0
M1-3.M2-9.M3-4	36	24	1	12	2	1	130	7	2.7027027027	33.3333333333
M1-3.M2-9.M3-8	37	29	0	7	2	1	130	7	0.0	19.4444444444
M1-3.M2-9.M3-9	37	33	0	3	2	0	130	8	0.0	8.33333333333
M1-3.M2-9.M3-1	37	27	0	9	2	0	130	8	0.0	25.0
M1-3.M2-9.M3-6	36	23	1	13	2	0	130	8	2.7027027027	36.1111111111
M1-3.M2-9.M3-14	37	35	0	1	0	0	132	8	0.0	2.77777777778
M1-3.M2-9.M3-16	36	35	1	1	0	2	132	6	2.7027027027	2.77777777778
M1-3.M2-9.M3-2	37	31	0	5	1	0	131	8	0.0	13.8888888889
M1-3.M2-9.M3-18	36	35	1	1	0	2	132	6	2.7027027027	2.77777777778
M1-3.M2-9.M3-3	37	30	0	6	2	2	130	6	0.0	16.6666666667
M1-3.M2-9.M3-7	37	26	0	10	1	0	131	8	0.0	27.7777777778
M1-3.M2-9.M3-10	37	36	0	0	1	1	131	7	0.0	0.0
M1-3.M2-9.M3-5	36	32	1	4	1	1	131	7	2.7027027027	11.1111111111
M1-3.M2-12.M3-17	37	34	0	2	0	1	132	7	0.0	5.55555555556
M1-3.M2-12.M3-15	36	34	1	2	1	1	131	7	2.7027027027	5.55555555556
M1-3.M2-12.M3-11	37	27	0	9	1	0	131	8	0.0	25.0
M1-3.M2-12.M3-12	37	34	0	2	1	1	131	7	0.0	5.55555555556
M1-3.M2-12.M3-13	36	36	1	0	1	2	131	6	2.7027027027	0.0
M1-3.M2-12.M3-4	36	24	1	12	2	1	130	7	2.7027027027	33.3333333333
M1-3.M2-12.M3-8	37	29	0	7	2	1	130	7	0.0	19.4444444444
M1-3.M2-12.M3-9	37	33	0	3	2	0	130	8	0.0	8.33333333333
M1-3.M2-12.M3-1	37	27	0	9	2	0	130	8	0.0	25.0
M1-3.M2-12.M3-6	36	23	1	13	2	0	130	8	2.7027027027	36.1111111111
M1-3.M2-12.M3-14	37	35	0	1	0	0	132	8	0.0	2.77777777778
M1-3.M2-12.M3-16	36	35	1	1	0	2	132	6	2.7027027027	2.77777777778
M1-3.M2-12.M3-2	37	31	0	5	1	0	131	8	0.0	13.8888888889
M1-3.M2-12.M3-18	36	35	1	1	0	2	132	6	2.7027027027	2.77777777778
M1-3.M2-12.M3-3	37	30	0	6	2	2	130	6	0.0	16.6666666667
M1-3.M2-12.M3-7	37	26	0	10	1	0	131	8	0.0	27.7777777778
M1-3.M2-12.M3-10	37	36	0	0	1	1	131	7	0.0	0.0
M1-3.M2-12.M3-5	36	32	1	4	1	1	131	7	2.7027027027	11.1111111111
M1-3.M2-3.M3-17	37	34	2	2	0	1	130	7	5.12820512821	5.55555555556
M1-3.M2-3.M3-15	37	33	2	3	0	2	130	6	5.12820512821	8.33333333333
M1-3.M2-3.M3-11	38	26	1	10	0	1	130	7	2.5641025641	27.7777777778
M1-3.M2-3.M3-12	38	34	1	2	0	1	130	7	2.5641025641	5.55555555556
M1-3.M2-3.M3-13	37	36	2	0	0	2	130	6	5.12820512821	0.0
M1-3.M2-3.M3-4	38	24	1	12	0	1	130	7	2.5641025641	33.3333333333
M1-3.M2-3.M3-8	39	29	0	7	0	1	130	7	0.0	19.4444444444
M1-3.M2-3.M3-9	39	33	0	3	0	0	130	8	0.0	8.33333333333
M1-3.M2-3.M3-1	39	26	0	10	0	1	130	7	0.0	27.7777777778
M1-3.M2-3.M3-6	38	23	1	13	0	0	130	8	2.5641025641	36.1111111111
M1-3.M2-3.M3-14	37	34	2	2	0	1	130	7	5.12820512821	5.55555555556
M1-3.M2-3.M3-16	36	35	3	1	0	2	130	6	7.69230769231	2.77777777778
